agency,station_id,datetime,timezone,Pres_Air_Inst_1Hour_USGS_mm_hg,
USGS,14105700,1/30/24 14:00,PST,760,A
USGS,14105700,1/30/24 15:00,PST,759,A
USGS,14105700,1/30/24 16:00,PST,758,A
USGS,14105700,1/30/24 17:00,PST,758,A
USGS,14105700,1/30/24 18:00,PST,758,A
USGS,14105700,1/30/24 19:00,PST,757,A
USGS,14105700,1/30/24 20:00,PST,756,A
USGS,14105700,1/30/24 21:00,PST,756,A
USGS,14105700,1/30/24 22:00,PST,755,A
USGS,14105700,1/30/24 23:00,PST,755,A
USGS,14105700,1/31/24 0:00,PST,755,A
USGS,14105700,1/31/24 1:00,PST,754,A
USGS,14105700,1/31/24 2:00,PST,754,A
USGS,14105700,1/31/24 3:00,PST,753,A
USGS,14105700,1/31/24 4:00,PST,753,A
USGS,14105700,1/31/24 5:00,PST,753,A
USGS,14105700,1/31/24 6:00,PST,752,A
USGS,14105700,1/31/24 7:00,PST,752,A
USGS,14105700,1/31/24 8:00,PST,752,A
USGS,14105700,1/31/24 9:00,PST,751,A
USGS,14105700,1/31/24 10:00,PST,751,A
USGS,14105700,1/31/24 11:00,PST,751,A
USGS,14105700,1/31/24 12:00,PST,750,A
USGS,14105700,1/31/24 13:00,PST,750,A
USGS,14105700,1/31/24 14:00,PST,749,A
USGS,14105700,1/31/24 15:00,PST,749,A
USGS,14105700,1/31/24 16:00,PST,748,A
USGS,14105700,1/31/24 17:00,PST,748,A
USGS,14105700,1/31/24 18:00,PST,748,A
USGS,14105700,1/31/24 19:00,PST,747,A
USGS,14105700,1/31/24 20:00,PST,747,A
USGS,14105700,1/31/24 21:00,PST,747,A
USGS,14105700,1/31/24 22:00,PST,747,A
USGS,14105700,1/31/24 23:00,PST,747,A
USGS,14105700,2/1/24 0:00,PST,747,A
USGS,14105700,2/1/24 1:00,PST,747,A
USGS,14105700,2/1/24 2:00,PST,747,A
USGS,14105700,2/1/24 3:00,PST,747,A
USGS,14105700,2/1/24 4:00,PST,747,A
USGS,14105700,2/1/24 5:00,PST,747,A
USGS,14105700,2/1/24 6:00,PST,747,A
USGS,14105700,2/1/24 7:00,PST,747,A
USGS,14105700,2/1/24 8:00,PST,747,A
USGS,14105700,2/1/24 9:00,PST,747,A
USGS,14105700,2/1/24 10:00,PST,748,A
USGS,14105700,2/1/24 11:00,PST,748,A
USGS,14105700,2/1/24 12:00,PST,748,A
USGS,14105700,2/1/24 13:00,PST,747,A
USGS,14105700,2/1/24 14:00,PST,747,A
USGS,14105700,2/1/24 15:00,PST,747,A
USGS,14105700,2/1/24 16:00,PST,747,A
USGS,14105700,2/1/24 17:00,PST,747,A
USGS,14105700,2/1/24 18:00,PST,748,A
USGS,14105700,2/1/24 19:00,PST,748,A
USGS,14105700,2/1/24 20:00,PST,748,A
USGS,14105700,2/1/24 21:00,PST,749,A
USGS,14105700,2/1/24 22:00,PST,749,A
USGS,14105700,2/1/24 23:00,PST,749,A
USGS,14105700,2/2/24 0:00,PST,750,A
USGS,14105700,2/2/24 1:00,PST,750,A
USGS,14105700,2/2/24 2:00,PST,750,A
USGS,14105700,2/2/24 3:00,PST,750,A
USGS,14105700,2/2/24 4:00,PST,750,A
USGS,14105700,2/2/24 5:00,PST,751,A
USGS,14105700,2/2/24 6:00,PST,751,A
USGS,14105700,2/2/24 7:00,PST,751,A
USGS,14105700,2/2/24 8:00,PST,752,A
USGS,14105700,2/2/24 9:00,PST,752,A
USGS,14105700,2/2/24 10:00,PST,753,A
USGS,14105700,2/2/24 11:00,PST,753,A
USGS,14105700,2/2/24 12:00,PST,753,A
USGS,14105700,2/2/24 13:00,PST,752,A
USGS,14105700,2/2/24 14:00,PST,752,A
USGS,14105700,2/2/24 15:00,PST,752,A
USGS,14105700,2/2/24 16:00,PST,752,A
USGS,14105700,2/2/24 17:00,PST,753,A
USGS,14105700,2/2/24 18:00,PST,753,A
USGS,14105700,2/2/24 19:00,PST,754,A
USGS,14105700,2/2/24 20:00,PST,754,A
USGS,14105700,2/2/24 21:00,PST,755,A
USGS,14105700,2/2/24 22:00,PST,755,A
USGS,14105700,2/2/24 23:00,PST,755,A
USGS,14105700,2/3/24 0:00,PST,756,A
USGS,14105700,2/3/24 1:00,PST,756,A
USGS,14105700,2/3/24 2:00,PST,757,A
USGS,14105700,2/3/24 3:00,PST,757,A
USGS,14105700,2/3/24 4:00,PST,757,A
USGS,14105700,2/3/24 5:00,PST,758,A
USGS,14105700,2/3/24 6:00,PST,758,A
USGS,14105700,2/3/24 7:00,PST,758,A
USGS,14105700,2/3/24 8:00,PST,759,A
USGS,14105700,2/3/24 9:00,PST,759,A
USGS,14105700,2/3/24 10:00,PST,759,A
USGS,14105700,2/3/24 11:00,PST,759,A
USGS,14105700,2/3/24 12:00,PST,759,A
USGS,14105700,2/3/24 13:00,PST,759,A
USGS,14105700,2/3/24 14:00,PST,758,A
USGS,14105700,2/3/24 15:00,PST,758,A
USGS,14105700,2/3/24 16:00,PST,758,A
USGS,14105700,2/3/24 17:00,PST,759,A
USGS,14105700,2/3/24 18:00,PST,759,A
USGS,14105700,2/3/24 19:00,PST,759,A
USGS,14105700,2/3/24 20:00,PST,759,A
USGS,14105700,2/3/24 21:00,PST,759,A
USGS,14105700,2/3/24 22:00,PST,760,A
USGS,14105700,2/3/24 23:00,PST,760,A
USGS,14105700,2/4/24 0:00,PST,760,A
USGS,14105700,2/4/24 1:00,PST,760,A
USGS,14105700,2/4/24 2:00,PST,760,A
USGS,14105700,2/4/24 3:00,PST,760,A
USGS,14105700,2/4/24 4:00,PST,759,A
USGS,14105700,2/4/24 5:00,PST,759,A
USGS,14105700,2/4/24 6:00,PST,759,A
USGS,14105700,2/4/24 7:00,PST,759,A
USGS,14105700,2/4/24 8:00,PST,759,A
USGS,14105700,2/4/24 9:00,PST,759,A
USGS,14105700,2/4/24 10:00,PST,759,A
USGS,14105700,2/4/24 11:00,PST,758,A
USGS,14105700,2/4/24 12:00,PST,757,A
USGS,14105700,2/4/24 13:00,PST,755,A
USGS,14105700,2/4/24 14:00,PST,754,A
USGS,14105700,2/4/24 15:00,PST,753,A
USGS,14105700,2/4/24 16:00,PST,753,A
USGS,14105700,2/4/24 17:00,PST,752,A
USGS,14105700,2/4/24 18:00,PST,752,A
USGS,14105700,2/4/24 19:00,PST,752,A
USGS,14105700,2/4/24 20:00,PST,751,A
USGS,14105700,2/4/24 21:00,PST,751,A
USGS,14105700,2/4/24 22:00,PST,750,A
USGS,14105700,2/4/24 23:00,PST,750,A
USGS,14105700,2/5/24 0:00,PST,749,A
USGS,14105700,2/5/24 1:00,PST,749,A
USGS,14105700,2/5/24 2:00,PST,749,A
USGS,14105700,2/5/24 3:00,PST,748,A
USGS,14105700,2/5/24 4:00,PST,748,A
USGS,14105700,2/5/24 5:00,PST,748,A
USGS,14105700,2/5/24 6:00,PST,748,A
USGS,14105700,2/5/24 7:00,PST,748,A
USGS,14105700,2/5/24 8:00,PST,749,A
USGS,14105700,2/5/24 9:00,PST,749,A
USGS,14105700,2/5/24 10:00,PST,749,A
USGS,14105700,2/5/24 11:00,PST,750,A
USGS,14105700,2/5/24 12:00,PST,750,A
USGS,14105700,2/5/24 13:00,PST,750,A
USGS,14105700,2/5/24 14:00,PST,750,A
USGS,14105700,2/5/24 15:00,PST,750,A
USGS,14105700,2/5/24 16:00,PST,750,A
USGS,14105700,2/5/24 17:00,PST,751,A
USGS,14105700,2/5/24 18:00,PST,751,A
USGS,14105700,2/5/24 19:00,PST,751,A
USGS,14105700,2/5/24 20:00,PST,752,A
USGS,14105700,2/5/24 21:00,PST,752,A
USGS,14105700,2/5/24 22:00,PST,752,A
USGS,14105700,2/5/24 23:00,PST,752,A
USGS,14105700,2/6/24 0:00,PST,753,A
USGS,14105700,2/6/24 1:00,PST,753,A
USGS,14105700,2/6/24 2:00,PST,753,A
USGS,14105700,2/6/24 3:00,PST,753,A
USGS,14105700,2/6/24 4:00,PST,753,A
USGS,14105700,2/6/24 5:00,PST,753,A
USGS,14105700,2/6/24 6:00,PST,753,A
USGS,14105700,2/6/24 7:00,PST,753,A
USGS,14105700,2/6/24 8:00,PST,753,A
USGS,14105700,2/6/24 9:00,PST,754,A
USGS,14105700,2/6/24 10:00,PST,754,A
USGS,14105700,2/6/24 11:00,PST,754,A
USGS,14105700,2/6/24 12:00,PST,753,A
USGS,14105700,2/6/24 13:00,PST,752,A
USGS,14105700,2/6/24 14:00,PST,752,A
USGS,14105700,2/6/24 15:00,PST,752,A
USGS,14105700,2/6/24 16:00,PST,751,A
USGS,14105700,2/6/24 17:00,PST,751,A
USGS,14105700,2/6/24 18:00,PST,752,A
USGS,14105700,2/6/24 19:00,PST,752,A
USGS,14105700,2/6/24 20:00,PST,751,A
USGS,14105700,2/6/24 21:00,PST,751,A
USGS,14105700,2/6/24 22:00,PST,751,A
USGS,14105700,2/6/24 23:00,PST,751,A
USGS,14105700,2/7/24 0:00,PST,751,A
USGS,14105700,2/7/24 1:00,PST,751,A
USGS,14105700,2/7/24 2:00,PST,751,A
USGS,14105700,2/7/24 3:00,PST,751,A
USGS,14105700,2/7/24 4:00,PST,751,A
USGS,14105700,2/7/24 5:00,PST,751,A
USGS,14105700,2/7/24 6:00,PST,751,A
USGS,14105700,2/7/24 7:00,PST,751,A
USGS,14105700,2/7/24 8:00,PST,752,A
USGS,14105700,2/7/24 9:00,PST,752,A
USGS,14105700,2/7/24 10:00,PST,752,A
USGS,14105700,2/7/24 11:00,PST,752,A
USGS,14105700,2/7/24 12:00,PST,752,A
USGS,14105700,2/7/24 13:00,PST,752,A
USGS,14105700,2/7/24 14:00,PST,751,A
USGS,14105700,2/7/24 15:00,PST,751,A
USGS,14105700,2/7/24 16:00,PST,752,A
USGS,14105700,2/7/24 17:00,PST,752,A
USGS,14105700,2/7/24 18:00,PST,753,A
USGS,14105700,2/7/24 19:00,PST,753,A
USGS,14105700,2/7/24 20:00,PST,754,A
USGS,14105700,2/7/24 21:00,PST,754,A
USGS,14105700,2/7/24 22:00,PST,754,A
USGS,14105700,2/7/24 23:00,PST,755,A
USGS,14105700,2/8/24 0:00,PST,755,A
USGS,14105700,2/8/24 1:00,PST,756,A
USGS,14105700,2/8/24 2:00,PST,756,A
USGS,14105700,2/8/24 3:00,PST,756,A
USGS,14105700,2/8/24 4:00,PST,756,A
USGS,14105700,2/8/24 5:00,PST,757,A
USGS,14105700,2/8/24 6:00,PST,757,A
USGS,14105700,2/8/24 7:00,PST,758,A
USGS,14105700,2/8/24 8:00,PST,758,A
USGS,14105700,2/8/24 9:00,PST,758,A
USGS,14105700,2/8/24 10:00,PST,759,A
USGS,14105700,2/8/24 11:00,PST,759,A
USGS,14105700,2/8/24 12:00,PST,758,A
USGS,14105700,2/8/24 13:00,PST,758,A
USGS,14105700,2/8/24 14:00,PST,758,A
USGS,14105700,2/8/24 15:00,PST,758,A
USGS,14105700,2/8/24 16:00,PST,759,A
USGS,14105700,2/8/24 17:00,PST,759,A
USGS,14105700,2/8/24 18:00,PST,759,A
USGS,14105700,2/8/24 19:00,PST,759,A
USGS,14105700,2/8/24 20:00,PST,760,A
USGS,14105700,2/8/24 21:00,PST,760,A
USGS,14105700,2/8/24 22:00,PST,760,A
USGS,14105700,2/8/24 23:00,PST,760,A
USGS,14105700,2/9/24 0:00,PST,760,A
USGS,14105700,2/9/24 1:00,PST,760,A
USGS,14105700,2/9/24 2:00,PST,761,A
USGS,14105700,2/9/24 3:00,PST,761,A
USGS,14105700,2/9/24 4:00,PST,761,A
USGS,14105700,2/9/24 5:00,PST,761,A
USGS,14105700,2/9/24 6:00,PST,761,A
USGS,14105700,2/9/24 7:00,PST,762,A
USGS,14105700,2/9/24 8:00,PST,762,A
USGS,14105700,2/9/24 9:00,PST,763,A
USGS,14105700,2/9/24 10:00,PST,763,A
USGS,14105700,2/9/24 11:00,PST,763,A
USGS,14105700,2/9/24 12:00,PST,763,A
USGS,14105700,2/9/24 13:00,PST,763,A
USGS,14105700,2/9/24 14:00,PST,763,A
USGS,14105700,2/9/24 15:00,PST,763,A
USGS,14105700,2/9/24 16:00,PST,763,A
USGS,14105700,2/9/24 17:00,PST,763,A
USGS,14105700,2/9/24 18:00,PST,764,A
USGS,14105700,2/9/24 19:00,PST,764,A
USGS,14105700,2/9/24 20:00,PST,764,A
USGS,14105700,2/9/24 21:00,PST,765,A
USGS,14105700,2/9/24 22:00,PST,765,A
USGS,14105700,2/9/24 23:00,PST,765,A
USGS,14105700,2/10/24 0:00,PST,766,A
USGS,14105700,2/10/24 1:00,PST,766,A
USGS,14105700,2/10/24 2:00,PST,766,A
USGS,14105700,2/10/24 3:00,PST,766,A
USGS,14105700,2/10/24 4:00,PST,766,A
USGS,14105700,2/10/24 5:00,PST,767,A
USGS,14105700,2/10/24 6:00,PST,767,A
USGS,14105700,2/10/24 7:00,PST,767,A
USGS,14105700,2/10/24 8:00,PST,767,A
USGS,14105700,2/10/24 9:00,PST,767,A
USGS,14105700,2/10/24 10:00,PST,767,A
USGS,14105700,2/10/24 11:00,PST,766,A
USGS,14105700,2/10/24 12:00,PST,766,A
USGS,14105700,2/10/24 13:00,PST,765,A
USGS,14105700,2/10/24 14:00,PST,764,A
USGS,14105700,2/10/24 15:00,PST,764,A
USGS,14105700,2/10/24 16:00,PST,763,A
USGS,14105700,2/10/24 17:00,PST,763,A
USGS,14105700,2/10/24 18:00,PST,763,A
USGS,14105700,2/10/24 19:00,PST,764,A
USGS,14105700,2/10/24 20:00,PST,764,A
USGS,14105700,2/10/24 21:00,PST,764,A
USGS,14105700,2/10/24 22:00,PST,764,A
USGS,14105700,2/10/24 23:00,PST,764,A
USGS,14105700,2/11/24 0:00,PST,764,A
USGS,14105700,2/11/24 1:00,PST,764,A
USGS,14105700,2/11/24 2:00,PST,763,A
USGS,14105700,2/11/24 3:00,PST,763,A
USGS,14105700,2/11/24 4:00,PST,763,A
USGS,14105700,2/11/24 5:00,PST,763,A
USGS,14105700,2/11/24 6:00,PST,763,A
USGS,14105700,2/11/24 7:00,PST,763,A
USGS,14105700,2/11/24 8:00,PST,763,A
USGS,14105700,2/11/24 9:00,PST,763,A
USGS,14105700,2/11/24 10:00,PST,763,A
USGS,14105700,2/11/24 11:00,PST,763,A
USGS,14105700,2/11/24 12:00,PST,762,A
USGS,14105700,2/11/24 13:00,PST,761,A
USGS,14105700,2/11/24 14:00,PST,761,A
USGS,14105700,2/11/24 15:00,PST,761,A
USGS,14105700,2/11/24 16:00,PST,761,A
USGS,14105700,2/11/24 17:00,PST,761,A
USGS,14105700,2/11/24 18:00,PST,761,A
USGS,14105700,2/11/24 19:00,PST,761,A
USGS,14105700,2/11/24 20:00,PST,762,A
USGS,14105700,2/11/24 21:00,PST,762,A
USGS,14105700,2/11/24 22:00,PST,762,A
USGS,14105700,2/11/24 23:00,PST,762,A
USGS,14105700,2/12/24 0:00,PST,762,A
USGS,14105700,2/12/24 1:00,PST,762,A
USGS,14105700,2/12/24 2:00,PST,762,A
USGS,14105700,2/12/24 3:00,PST,762,A
USGS,14105700,2/12/24 4:00,PST,762,A
USGS,14105700,2/12/24 5:00,PST,762,A
USGS,14105700,2/12/24 6:00,PST,762,A
USGS,14105700,2/12/24 7:00,PST,762,A
USGS,14105700,2/12/24 8:00,PST,763,A
USGS,14105700,2/12/24 9:00,PST,763,A
USGS,14105700,2/12/24 10:00,PST,763,A
USGS,14105700,2/12/24 11:00,PST,763,A
USGS,14105700,2/12/24 12:00,PST,762,A
USGS,14105700,2/12/24 13:00,PST,762,A
USGS,14105700,2/12/24 14:00,PST,762,A
USGS,14105700,2/12/24 15:00,PST,762,A
USGS,14105700,2/12/24 16:00,PST,762,A
USGS,14105700,2/12/24 17:00,PST,762,A
USGS,14105700,2/12/24 18:00,PST,762,A
USGS,14105700,2/12/24 19:00,PST,762,A
USGS,14105700,2/12/24 20:00,PST,762,A
USGS,14105700,2/12/24 21:00,PST,762,A
USGS,14105700,2/12/24 22:00,PST,762,A
USGS,14105700,2/12/24 23:00,PST,763,A
USGS,14105700,2/13/24 0:00,PST,763,A
USGS,14105700,2/13/24 1:00,PST,763,A
USGS,14105700,2/13/24 2:00,PST,763,A
USGS,14105700,2/13/24 3:00,PST,762,A
USGS,14105700,2/13/24 4:00,PST,762,A
USGS,14105700,2/13/24 5:00,PST,762,A
USGS,14105700,2/13/24 6:00,PST,762,A
USGS,14105700,2/13/24 7:00,PST,763,A
USGS,14105700,2/13/24 8:00,PST,763,A
USGS,14105700,2/13/24 9:00,PST,763,A
USGS,14105700,2/13/24 10:00,PST,763,A
USGS,14105700,2/13/24 11:00,PST,763,A
USGS,14105700,2/13/24 12:00,PST,762,A
USGS,14105700,2/13/24 13:00,PST,761,A
USGS,14105700,2/13/24 14:00,PST,761,A
USGS,14105700,2/13/24 15:00,PST,760,A
USGS,14105700,2/13/24 16:00,PST,760,A
USGS,14105700,2/13/24 17:00,PST,760,A
USGS,14105700,2/13/24 18:00,PST,760,A
USGS,14105700,2/13/24 19:00,PST,760,A
USGS,14105700,2/13/24 20:00,PST,760,A
USGS,14105700,2/13/24 21:00,PST,760,A
USGS,14105700,2/13/24 22:00,PST,761,A
USGS,14105700,2/13/24 23:00,PST,761,A
USGS,14105700,2/14/24 0:00,PST,761,A
USGS,14105700,2/14/24 1:00,PST,761,A
USGS,14105700,2/14/24 2:00,PST,761,A
USGS,14105700,2/14/24 3:00,PST,761,A
USGS,14105700,2/14/24 4:00,PST,761,A
USGS,14105700,2/14/24 5:00,PST,760,A
USGS,14105700,2/14/24 6:00,PST,760,A
USGS,14105700,2/14/24 7:00,PST,760,A
USGS,14105700,2/14/24 8:00,PST,760,A
USGS,14105700,2/14/24 9:00,PST,760,A
USGS,14105700,2/14/24 10:00,PST,760,A
USGS,14105700,2/14/24 11:00,PST,760,A
USGS,14105700,2/14/24 12:00,PST,759,A
USGS,14105700,2/14/24 13:00,PST,759,A
USGS,14105700,2/14/24 14:00,PST,758,A
USGS,14105700,2/14/24 15:00,PST,758,A
USGS,14105700,2/14/24 16:00,PST,757,A
USGS,14105700,2/14/24 17:00,PST,757,A
USGS,14105700,2/14/24 18:00,PST,757,A
USGS,14105700,2/14/24 19:00,PST,757,A
USGS,14105700,2/14/24 20:00,PST,757,A
USGS,14105700,2/14/24 21:00,PST,757,A
USGS,14105700,2/14/24 22:00,PST,757,A
USGS,14105700,2/14/24 23:00,PST,757,A
USGS,14105700,2/15/24 0:00,PST,758,A
USGS,14105700,2/15/24 1:00,PST,758,A
USGS,14105700,2/15/24 2:00,PST,757,A
USGS,14105700,2/15/24 3:00,PST,757,A
USGS,14105700,2/15/24 4:00,PST,758,A
USGS,14105700,2/15/24 5:00,PST,758,A
USGS,14105700,2/15/24 6:00,PST,759,A
USGS,14105700,2/15/24 7:00,PST,759,A
USGS,14105700,2/15/24 8:00,PST,760,A
USGS,14105700,2/15/24 9:00,PST,761,A
USGS,14105700,2/15/24 10:00,PST,761,A
USGS,14105700,2/15/24 11:00,PST,762,A
USGS,14105700,2/15/24 12:00,PST,762,A
USGS,14105700,2/15/24 13:00,PST,763,A
USGS,14105700,2/15/24 14:00,PST,763,A
USGS,14105700,2/15/24 15:00,PST,763,A
USGS,14105700,2/15/24 16:00,PST,764,A
USGS,14105700,2/15/24 17:00,PST,764,A
USGS,14105700,2/15/24 18:00,PST,764,A
USGS,14105700,2/15/24 19:00,PST,765,A
USGS,14105700,2/15/24 20:00,PST,765,A
USGS,14105700,2/15/24 21:00,PST,766,A
USGS,14105700,2/15/24 22:00,PST,767,A
USGS,14105700,2/15/24 23:00,PST,768,A
USGS,14105700,2/16/24 0:00,PST,768,A
USGS,14105700,2/16/24 1:00,PST,769,A
USGS,14105700,2/16/24 2:00,PST,769,A
USGS,14105700,2/16/24 3:00,PST,769,A
USGS,14105700,2/16/24 4:00,PST,770,A
USGS,14105700,2/16/24 5:00,PST,770,A
USGS,14105700,2/16/24 6:00,PST,770,A
USGS,14105700,2/16/24 7:00,PST,771,A
USGS,14105700,2/16/24 8:00,PST,771,A
USGS,14105700,2/16/24 9:00,PST,772,A
USGS,14105700,2/16/24 10:00,PST,772,A
USGS,14105700,2/16/24 11:00,PST,773,A
USGS,14105700,2/16/24 12:00,PST,772,A
USGS,14105700,2/16/24 13:00,PST,772,A
USGS,14105700,2/16/24 14:00,PST,772,A
USGS,14105700,2/16/24 15:00,PST,771,A
USGS,14105700,2/16/24 16:00,PST,771,A
USGS,14105700,2/16/24 17:00,PST,771,A
USGS,14105700,2/16/24 18:00,PST,770,A
USGS,14105700,2/16/24 19:00,PST,770,A
USGS,14105700,2/16/24 20:00,PST,770,A
USGS,14105700,2/16/24 21:00,PST,770,A
USGS,14105700,2/16/24 22:00,PST,770,A
USGS,14105700,2/16/24 23:00,PST,770,A
USGS,14105700,2/17/24 0:00,PST,769,A
USGS,14105700,2/17/24 1:00,PST,769,A
USGS,14105700,2/17/24 2:00,PST,769,A
USGS,14105700,2/17/24 3:00,PST,768,A
USGS,14105700,2/17/24 4:00,PST,768,A
USGS,14105700,2/17/24 5:00,PST,767,A
USGS,14105700,2/17/24 6:00,PST,767,A
USGS,14105700,2/17/24 7:00,PST,767,A
USGS,14105700,2/17/24 8:00,PST,767,A
USGS,14105700,2/17/24 9:00,PST,766,A
USGS,14105700,2/17/24 10:00,PST,766,A
USGS,14105700,2/17/24 11:00,PST,765,A
USGS,14105700,2/17/24 12:00,PST,765,A
USGS,14105700,2/17/24 13:00,PST,764,A
USGS,14105700,2/17/24 14:00,PST,763,A
USGS,14105700,2/17/24 15:00,PST,762,A
USGS,14105700,2/17/24 16:00,PST,762,A
USGS,14105700,2/17/24 17:00,PST,761,A
USGS,14105700,2/17/24 18:00,PST,760,A
USGS,14105700,2/17/24 19:00,PST,760,A
USGS,14105700,2/17/24 20:00,PST,760,A
USGS,14105700,2/17/24 21:00,PST,760,A
USGS,14105700,2/17/24 22:00,PST,759,A
USGS,14105700,2/17/24 23:00,PST,759,A
USGS,14105700,2/18/24 0:00,PST,759,A
USGS,14105700,2/18/24 1:00,PST,758,A
USGS,14105700,2/18/24 2:00,PST,758,A
USGS,14105700,2/18/24 3:00,PST,758,A
USGS,14105700,2/18/24 4:00,PST,758,A
USGS,14105700,2/18/24 5:00,PST,758,A
USGS,14105700,2/18/24 6:00,PST,758,A
USGS,14105700,2/18/24 7:00,PST,759,A
USGS,14105700,2/18/24 8:00,PST,759,A
USGS,14105700,2/18/24 9:00,PST,759,A
USGS,14105700,2/18/24 10:00,PST,759,A
USGS,14105700,2/18/24 11:00,PST,759,A
USGS,14105700,2/18/24 12:00,PST,759,A
USGS,14105700,2/18/24 13:00,PST,759,A
USGS,14105700,2/18/24 14:00,PST,758,A
USGS,14105700,2/18/24 15:00,PST,758,A
USGS,14105700,2/18/24 16:00,PST,758,A
USGS,14105700,2/18/24 17:00,PST,758,A
USGS,14105700,2/18/24 18:00,PST,757,A
USGS,14105700,2/18/24 19:00,PST,757,A
USGS,14105700,2/18/24 20:00,PST,758,A
USGS,14105700,2/18/24 21:00,PST,758,A
USGS,14105700,2/18/24 22:00,PST,757,A
USGS,14105700,2/18/24 23:00,PST,757,A
USGS,14105700,2/19/24 0:00,PST,757,A
USGS,14105700,2/19/24 1:00,PST,757,A
USGS,14105700,2/19/24 2:00,PST,757,A
USGS,14105700,2/19/24 3:00,PST,756,A
USGS,14105700,2/19/24 4:00,PST,755,A
USGS,14105700,2/19/24 5:00,PST,756,A
USGS,14105700,2/19/24 6:00,PST,755,A
USGS,14105700,2/19/24 7:00,PST,755,A
USGS,14105700,2/19/24 8:00,PST,755,A
USGS,14105700,2/19/24 9:00,PST,755,A
USGS,14105700,2/19/24 10:00,PST,755,A
USGS,14105700,2/19/24 11:00,PST,755,A
USGS,14105700,2/19/24 12:00,PST,755,A
USGS,14105700,2/19/24 13:00,PST,755,A
USGS,14105700,2/19/24 14:00,PST,755,A
USGS,14105700,2/19/24 15:00,PST,755,A
USGS,14105700,2/19/24 16:00,PST,755,A
USGS,14105700,2/19/24 17:00,PST,755,A
USGS,14105700,2/19/24 18:00,PST,756,A
USGS,14105700,2/19/24 19:00,PST,756,A
USGS,14105700,2/19/24 20:00,PST,756,A
USGS,14105700,2/19/24 21:00,PST,756,A
USGS,14105700,2/19/24 22:00,PST,757,A
USGS,14105700,2/19/24 23:00,PST,757,A
USGS,14105700,2/20/24 0:00,PST,757,A
USGS,14105700,2/20/24 1:00,PST,757,A
USGS,14105700,2/20/24 2:00,PST,757,A
USGS,14105700,2/20/24 3:00,PST,758,A
USGS,14105700,2/20/24 4:00,PST,758,A
USGS,14105700,2/20/24 5:00,PST,758,A
USGS,14105700,2/20/24 6:00,PST,758,A
USGS,14105700,2/20/24 7:00,PST,758,A
USGS,14105700,2/20/24 8:00,PST,759,A
USGS,14105700,2/20/24 9:00,PST,759,A
USGS,14105700,2/20/24 10:00,PST,760,A
USGS,14105700,2/20/24 11:00,PST,760,A
USGS,14105700,2/20/24 12:00,PST,760,A
USGS,14105700,2/20/24 13:00,PST,759,A
USGS,14105700,2/20/24 14:00,PST,759,A
USGS,14105700,2/20/24 15:00,PST,758,A
USGS,14105700,2/20/24 16:00,PST,758,A
USGS,14105700,2/20/24 17:00,PST,758,A
USGS,14105700,2/20/24 18:00,PST,758,A
USGS,14105700,2/20/24 19:00,PST,758,A
USGS,14105700,2/20/24 20:00,PST,758,A
USGS,14105700,2/20/24 21:00,PST,758,A
USGS,14105700,2/20/24 22:00,PST,759,A
USGS,14105700,2/20/24 23:00,PST,758,A
USGS,14105700,2/21/24 0:00,PST,758,A
USGS,14105700,2/21/24 1:00,PST,758,A
USGS,14105700,2/21/24 2:00,PST,758,A
USGS,14105700,2/21/24 3:00,PST,758,A
USGS,14105700,2/21/24 4:00,PST,758,A
USGS,14105700,2/21/24 5:00,PST,758,A
USGS,14105700,2/21/24 6:00,PST,758,A
USGS,14105700,2/21/24 7:00,PST,758,A
USGS,14105700,2/21/24 8:00,PST,759,A
USGS,14105700,2/21/24 9:00,PST,759,A
USGS,14105700,2/21/24 10:00,PST,760,A
USGS,14105700,2/21/24 11:00,PST,760,A
USGS,14105700,2/21/24 12:00,PST,761,A
USGS,14105700,2/21/24 13:00,PST,761,A
USGS,14105700,2/21/24 14:00,PST,761,A
USGS,14105700,2/21/24 15:00,PST,761,A
USGS,14105700,2/21/24 16:00,PST,761,A
USGS,14105700,2/21/24 17:00,PST,762,A
USGS,14105700,2/21/24 18:00,PST,762,A
USGS,14105700,2/21/24 19:00,PST,763,A
USGS,14105700,2/21/24 20:00,PST,763,A
USGS,14105700,2/21/24 21:00,PST,764,A
USGS,14105700,2/21/24 22:00,PST,765,A
USGS,14105700,2/21/24 23:00,PST,765,A
USGS,14105700,2/22/24 0:00,PST,766,A
USGS,14105700,2/22/24 1:00,PST,766,A
USGS,14105700,2/22/24 2:00,PST,766,A
USGS,14105700,2/22/24 3:00,PST,766,A
USGS,14105700,2/22/24 4:00,PST,766,A
USGS,14105700,2/22/24 5:00,PST,767,A
USGS,14105700,2/22/24 6:00,PST,767,A
USGS,14105700,2/22/24 7:00,PST,767,A
USGS,14105700,2/22/24 8:00,PST,768,A
USGS,14105700,2/22/24 9:00,PST,769,A
USGS,14105700,2/22/24 10:00,PST,769,A
USGS,14105700,2/22/24 11:00,PST,769,A
USGS,14105700,2/22/24 12:00,PST,769,A
USGS,14105700,2/22/24 13:00,PST,768,A
USGS,14105700,2/22/24 14:00,PST,767,A
USGS,14105700,2/22/24 15:00,PST,767,A
USGS,14105700,2/22/24 16:00,PST,767,A
USGS,14105700,2/22/24 17:00,PST,767,A
USGS,14105700,2/22/24 18:00,PST,767,A
USGS,14105700,2/22/24 19:00,PST,767,A
